id;translation;levelRequired;iconId;classType
1430;Magic Eraser;0;1430;0
1431;Third Fortune Key;0;1400;0
1432;Third Legendary Treasure Chest;0;1401;0
1433;Third Mysterious Treasure Chest;0;1402;0
1434;Third Antique Treasure Chest;0;1403;0
1435;Third Deluxe Treasure Chest;0;1404;0
1436;Third Pretty Treasure Chest;0;1405;0
1437;Ice Machine;38;1437;0
1438;Glacernon Box;98;1370;0
1439;Hanbok Magic Chest;-68;1399;0
1440;Emperor's Magic Chest;-68;1399;0
1441;Magic Yin Yang Chest;-68;1399;0
1442;Traditional Clothing Magic Box;-68;1399;0
1443;Chipao Magic Chest;-68;1399;0
1444;Kimono Magic Chest;-68;1399;0
1445;Flower Magic Chest;-68;1399;0
1446;Angel Base Flag;0;1446;0
1447;Demon Base Flag;0;1447;0
1448;Bag Package (30 Days);0;1448;0
1449;Bag Package (10 Days);0;1449;0
1450;Blessing Package (10 Units);0;1450;0
1451;Blessing Package (5 Units);0;1450;0
1452;Ancelloan's Blessing (Event);-48;10119;0
1453;Gift Box A (Act 4);0;1401;0
1454;Gift Box B (Act 4);0;1402;0
1455;PvP Attack Capsule;0;1455;0
1456;PvP Defence Capsule;0;1456;0
1457;PvP Resistance Capsule;0;1457;0
1458;Family Summoning Horn;0;1458;0
1459;Angel Sanctum Construction Kit;0;1459;0
1460;Devil Altar Construction Kit;0;1460;0
1461;Fourth Fortune Key;0;1400;0
1462;Fourth Legendary Treasure Chest;0;1401;0
1463;Fourth Mysterious Treasure Chest;0;1402;0
1464;Fourth Antique Treasure Chest;0;1403;0
1465;Fourth Deluxe Treasure Chest;0;1404;0
1466;Fourth Pretty Treasure Chest;0;1405;0
1467;Summer Hanbok Treasure Chest;-68;1370;0
1468;Spring Hanbok Treasure Chest;-68;1370;0
1469;Emperor Chipao Treasure Chest;-68;1370;0
1470;Kung Fu Chipao Treasure Chest;-68;1370;0
1471;Sunlight Kimono Treasure Chest;-68;1370;0
1472;Moonlight Kimono Treasure Chest;-68;1370;0
1473;Azalea Hanbok Treasure Chest;-68;1370;0
1474;Crocus Hanbok Treasure Chest;-68;1370;0
1475;Phoenix Chipao Treasure Chest;-68;1370;0
1476;Lavender Chipao Treasure Chest;-68;1370;0
1477;Cherry Blossom Kimono Treasure Chest;-68;1370;0
1478;Kunoichi Kimono Treasure Chest;-68;1370;0
1479;Winner's Costume Treasure Box;0;1399;0
1480;Fairy Treasure Chest;0;1370;0
1481;Demon Treasure Chest;0;1370;0
1482;Traditional Hats for Men Treasure Chest;0;1399;0
1483;Traditional Hats for Women Treasure Chest;0;1399;0
1484;Traditional Female Costume Box A;0;1399;0
1485;Traditional Female Costume Box B;0;1399;0
1486;Traditional Female Costume Box C;0;1399;0
1487;Traditional Male Costume Box A;0;1399;0
1488;Traditional Male Costume Box B;0;1399;0
1489;Traditional Male Costume Box C;0;1399;0
1490;Bear Costume Box;0;1399;0
1491;School Uniforms for Women Box;0;1399;0
1492;Sportswear for Women Box;0;1399;0
1493;Men's Outfits Box;0;1399;0
1494;Men's Adventurer Clothing Box;0;1399;0
1495;Men's Hip Hop Clothing Box;0;1399;0
1496;Men's Sportswear Box;0;1399;0
1497;Specialist Improvement Box;0;1399;0
1498;Huge Recovery Potion (Event);-36;1011;0
1499;Guardian Angel's Blessing (Event);-46;10120;0
1500;Fifth Fortune Key;0;1400;0
1501;Fifth Legendary Treasure Chest;0;1401;0
1502;Fifth Mysterious Treasure Chest;0;1402;0
1503;Fifth Antique Treasure Chest;0;1403;0
1504;Fifth Deluxe Treasure Chest;0;1404;0
1505;Fifth Pretty Treasure Chest;0;1405;0
1506;Event Treasure Chest B;0;1399;0
1507;National Holiday Gift Box (Event);0;1370;0
1508;Reward Box;0;1403;0
1509;Rabbit Box;0;1402;0
1510;Bunny Box;0;1402;0
1511;Female Dog Box;0;1399;0
1512;Male Dog Box;0;1399;0
1513;Female Cat Box;0;1399;0
1514;Male Cat Box;0;1399;0
1515;Lioness Box;0;1399;0
1516;Lion Box;0;1399;0
1517;Dalmatian Costume Box;0;1405;0
1518;Rottweiler Costume Box;0;1405;0
1519;Siamese Cat Costume Box;0;1405;0
1520;Russian Blue Costume Box;0;1405;0
1521;Dark Lion Costume Box;0;1405;0
1522;Light Lion Costume Box;0;1405;0
1523;Bulldog Costume Box;0;1405;0
1524;Saint Bernard's Costume Box;0;1405;0
1525;Burma Cat Costume Box;0;1405;0
1526;Korat Cat Costume Box;0;1405;0
1527;Black Lion Costume Box;0;1405;0
1528;Golden Lion Costume Box;0;1405;0
1529;March Hare Costume Box;0;1405;0
1530;White Rabbit Costume Box;0;1405;0
1531;Adorable Bunny Costume Box;0;1405;0
1532;Playful Bunny Costume Box;0;1405;0
1533;Sixth Fortune Key;0;1400;0
1534;Sixth Legendary Treasure Chest;0;1401;0
1535;Sixth Mysterious Treasure Chest;0;1402;0
1536;Sixth Antique Treasure Chest;0;1403;0
1537;Sixth Deluxe Treasure Chest;0;1404;0
1538;Sixth Pretty Treasure Chest;0;1405;0
1539;Malcolm's Halloween Box;0;1539;0
1540;Eva's Halloween Box;0;1540;0
1541;Soraya's Halloween Box;0;1541;0
1542;Men's Fashion Box A (Hat);0;1542;0
1543;Men's Fashion Box A (Costume);0;1542;0
1544;Men's Fashion Box E (Hat);0;1544;0
1545;Men's Fashion Box E (Costume);0;1544;0
1546;Women's Fashion Box A (Hat);0;1546;0
1547;Women's Fashion Box A (Costume);0;1546;0
1548;Women's Fashion Box E (Hat);0;1548;0
1549;Women's Fashion Box E (Costume);0;1548;0
1550;Men's Fashion Box C (Hat);0;1834;0
1551;Men's Fashion Box C (Costume);0;1834;0
1552;Men's Fashion Box D (Hat);0;1835;0
1553;Men's Fashion Box D (Costume);0;1835;0
1554;Men's Fashion Box D (Hat);0;1836;0
1555;Men's Fashion Box G (Costume);0;1836;0
1556;Women's Fashion Box C (Hat);0;1837;0
1557;Women's Fashion Box C (Costume);0;1837;0
1558;Women's Fashion Box D (Hat);0;1838;0
1559;Women's Fashion Box D (Costume);0;1838;0
1560;Women's Fashion Box G (Hat);0;1839;0
1561;Women's Fashion Box G (Costume);0;1839;0
1562;Raid Package A;0;1399;0
1563;Raid Package B;0;1399;0
1564;Raid Package C;0;1399;0
1565;Survival Package;0;1401;0
1566;Autumn Package;0;1401;0
1567;Mysterious Box Set;0;1401;0
1568;Hairdresser Set;0;1401;0
1569;Mysterious Treasure Chest D;0;1399;0
1570;Sixth Fortune Key;0;1400;0
1571;Sixth Legendary Treasure Chest;0;1401;0
1572;Sixth Mysterious Treasure Chest;0;1402;0
1573;Sixth Antique Treasure Chest;0;1403;0
1574;Sixth Deluxe Treasure Chest;0;1404;0
1575;Sixth Pretty Treasure Chest;0;1405;0
1576;Rudolph's Antlers;0;1145;0
1577;Santa's Little Gift Box;0;1402;0
1578;Santa's Big Gift Box;0;1401;0
1579;Santa's Special Gift Box;0;1399;0
1580;Christmas Voucher;0;1580;0
1581;Christmas Toy;0;1581;0
1582;New Year's Toy;0;1582;0
1583;Lucky Box;0;1399;0
1584;Family Event Box A;0;1168;0
1585;Firework;0;1585;0
1586;Christmas Lucky Box;0;1399;0
1587;Super Santa Bushtail Gift Box;0;1370;0
1588;New Year's Gift Box (Costume);0;1370;0
1589;New Year's Gift Box (Hat);0;1370;0
1590;Super Santa Bushtail Treasure Chest;0;1370;0
1591;Christmas Gift Box A;0;1370;0
1592;Christmas Gift Box B;0;1370;0
1593;none;0;1370;0
1594;none;0;1594;0
1595;none;0;1595;0
1596;none;0;1596;0
1597;none;0;1597;0
1598;none;0;1598;0
1599;none;0;1599;0
1600;none;0;1600;0
1601;none;0;1601;0
1602;none;0;1402;0
1603;none;0;1401;0
1604;none;0;1289;0
1605;none;0;1400;0
1606;none;0;1401;0
1607;none;0;1402;0
1608;none;0;1403;0
1609;none;0;1404;0
1610;none;0;1405;0
1611;Golden H;0;1611;0
1612;Golden A;0;1612;0
1613;Golden P;0;1613;0
1614;Golden Y;0;1614;0
1615;N;0;1615;0
1616;E;0;1616;0
1617;W;0;1617;0
1618;Y;0;1618;0
1619;A;0;1619;0
1620;R;0;1620;0
1621;Happy New Year Golden Box;0;1621;0
1622;Happy New Year Box;0;336;0
1623;Happy New Year Box;0;1399;0
1624;Angel's Egg (Individual);58;1624;0
1625;Demon's Egg (Individual);58;1625;0
1626;Angel's Egg (Family);58;1626;0
1627;Demon's Egg (Family);58;1627;0
1628;none;0;1621;0
1629;none;0;336;0
1630;none;0;1630;0
1631;none;0;1631;0
1632;none;0;1632;0
1633;none;0;1633;0
1634;none;0;1634;0
1635;none;0;1635;0
1636;none;0;1636;0
1637;none;0;1637;0
1638;none;0;1374;0
1639;none;0;1621;0
1640;none;0;1289;0
1641;none;0;1290;0
1642;none;0;1405;0
1643;none;0;1402;0
1644;none;0;1399;0
1645;none;0;1405;0
1646;none;0;1402;0
1647;none;0;1399;0
1648;none;0;1405;0
1649;none;0;1402;0
1650;none;0;1399;0
1651;none;0;1405;0
1652;none;0;1402;0
1653;none;0;1399;0
1654;none;0;1405;0
1655;none;0;1402;0
1656;none;0;1399;0
1657;none;0;1405;0
1658;none;0;1402;0
1659;none;0;1399;0
1660;none;0;1405;0
1661;none;0;1402;0
1662;none;0;1399;0
1663;none;0;1663;0
1664;none;0;1400;0
1665;none;0;1401;0
1666;none;0;1402;0
1667;none;0;1403;0
1668;none;0;1404;0
1669;none;0;1405;0
1670;none;0;1670;0
1671;none;0;1670;0
1672;none;0;1672;0
1673;none;0;1672;0
1674;none;0;1674;0
1675;none;0;1674;0
1676;none;0;1676;0
1677;none;0;1676;0
1678;none;0;1678;0
1679;none;0;1678;0
1680;none;0;1680;0
1681;none;0;1680;0
1682;none;0;1374;0
1683;NosMall Box;0;1507;0
1684;NosMall Box;0;1507;0
1685;Angel Wings;-118;1685;0
1686;Devil Wings;-118;1686;0
1687;none;0;1507;0
1688;none;0;1688;0
1689;none;0;1400;0
1690;none;0;1401;0
1691;none;0;1402;0
1692;none;0;1403;0
1693;none;0;1404;0
1694;none;0;1405;0
1695;none;0;1695;0
1696;none;0;1696;0
1697;none;0;1697;0
1698;none;0;1698;0
1699;none;0;1699;0
1700;none;0;1700;0
1701;none;0;1701;0
1702;none;0;1702;0
1703;none;0;1703;0
1704;none;0;1704;0
1705;none;0;1705;0
1706;none;0;1706;0
1707;none;0;1707;0
1708;none;0;1708;0
1709;none;0;1709;0
1710;none;0;1710;0
1711;none;0;1711;0
1712;none;0;1712;0
1713;none;0;1713;0
1714;none;0;1399;0
1715;none;0;1399;0
1716;none;0;1405;0
1717;none;0;1402;0
1718;none;0;1399;0
1719;none;0;1399;0
1720;none;0;1399;0
1721;none;0;1146;0
1722;none;0;1400;0
1723;none;0;1401;0
1724;none;0;1402;0
1725;none;0;1403;0
1726;none;0;1404;0
1727;none;0;1405;0
1728;Half-Eaten Prickly Pear;0;1728;0
1729;Prickly Pear;0;1729;0
1730;Bag of Prickly Pears;0;1730;0
1731;Letter for Assistant Hamid;0;1731;0
1732;Neil's Letter;0;1731;0
1733;Reconnaissance Report;0;1731;0
1734;2nd Reconnaissance Report;0;1731;0
1735;Invaluable Patrol Report (Hamid);0;1731;0
1736;Invaluable Patrol Report (Lighthouse Guard Chilton);0;1731;0
1737;Bag of Prickly Pears;0;1730;0
1738;none;0;1743;0
1739;Command List;0;1739;0
1740;Desert Robber's Key;0;1740;0
1741;Robber Gang Jailer's Key;0;1740;0
1742;Low Value Trade Goods;0;1742;0
1743;Medium Value Trade Goods;0;1742;0
1744;High Value Trade Goods;0;1742;0
1745;Inferior Trade Goods;0;1742;0
1746;Average Trade Goods;0;1742;0
1747;Superior Trade Goods;0;1742;0
1748;Eastern Trade Goods;0;1742;0
1749;Western Trade Goods;0;1742;0
1750;Broken Trade Goods;0;1750;0
1751;Akamur Merchants' Flag;0;1751;0
1752;Trade Good (First Find);0;1742;0
1753;Trade Good (Second Find);0;1742;0
1754;Trade Good (Third Find);0;1742;0
1755;Trade Good (Fourth Find);0;1742;0
1756;Trade Good (Fifth Find);0;1742;0
1757;Trade Good (Sixth Find);0;1742;0
1758;Desert Robber Mask;0;1758;0
1759;Desert Robber Emblem;0;1759;0
1760;Commander Keru's Seal;0;1760;0
1761;Second Mission Report;0;1731;0
1762;Jailer's Key;0;1740;0
1763;Keru's Hurried Report;0;1731;0
1764;Patrol B's Hurried Report;0;1731;0
1765;Medicine Bottle;0;1765;0
1766;Upper Aster Temple Relict Piece;0;1766;0
1767;Lower Aster Temple Relict Piece;0;1767;0
1768;Central Aster Temple Relict Piece;0;1768;0
1769;First Robber Key;0;1740;0
1770;Second Robber Key;0;1740;0
1771;Broken Relic Piece;0;1771;0
1772;Spirit Essence;0;1772;0
1773;Incense Sticks;0;1773;0
1774;none;0;1744;0
1775;Boxer Bushtail Box;0;1507;0
1776;Boxer Bushtail Box;0;1507;0
1777;none;0;1450;0
1778;Grenigas' Relic Piece A;0;1778;0
1779;Grenigas' Relic Piece B;0;1778;0
1780;Grenigas' Relic Piece C;0;1778;0
1781;Grenigas' Relic Piece D;0;1778;0
1782;Ripped Document;0;1782;0
1783;Report on Temple Site A;0;1731;0
1784;Report on Temple Site B;0;1731;0
1785;Stone Tablet Fragment;0;1785;0
1786;Temple Site Report;0;1731;0
1787;First Script Tablet;0;1787;0
1788;Second Script Tablet;0;1787;0
1789;Third Script Tablet;0;1787;0
1790;Broken Script Tablet;0;1790;0
1791;Broken Relic Piece;0;1791;0
1792;Broken Script Tablet (Library);0;1791;0
1793;Broken Script Tablet (Underground Caves);0;1791;0
1794;Broken Script Tablet (Prayer Hall);0;1791;0
1795;Broken Script Tablet (Centre Sanctum);0;1791;0
1796;Treasure Hunter's Knapsack;0;1796;0
1797;none;0;1450;0
1798;Sand Essence;0;1798;0
1799;Wind Essence;0;1799;0
1800;Defeat Strong Fire Vampies;-94;1800;0
1801;Defeating 108 Monsters;-94;1800;0
1802;Monster Hunt;-94;1800;0
1803;Battle between NosVille and Kenkos;-94;1800;0
1804;Eliminating Demons;-94;1800;0
1805;Mysterious Crystal Ball;-94;1800;0
1806;Kill the Spider King;-94;1800;0
1807;Collecting Artefacts;-94;1800;0
1808;Saving the Guard;-94;1800;0
1809;Breaking through Enemy Lines;-94;1800;0
1810;Maze Trap;-94;1800;0
1811;Commanding the NosVille Guards;-94;1800;0
1812;Kenko Troop Infiltration;-94;1800;0
1813;Terminating Horn-Imps;-94;1800;0
1814;Devil Sculpture;-94;1800;0
1815;Monster Safari;-94;1800;0
1816;Maze Cave;-94;1800;0
1817;Room of Eternity;-94;1800;0
1818;Spider Troops - Part 1;-94;1800;0
1819;Rum;0;1819;0
1820;Forgotten Species;-94;1800;0
1821;Do not use;0;1110;0
1822;Den of Wolves;-94;1800;0
1823;Cave of the Spider King;-94;1800;0
1824;Den of Lion Wolves;-94;1800;0
1825;Darkness' Hunting Grounds;-94;1800;0
1826;Broken Magic Field;-94;1800;0
1827;Shackles of the Past - Part 1;-94;1800;0
1828;Exploration of Laboratory 1;-94;1800;0
1829;Exploration of Laboratory 2;-94;1800;0
1830;Exploration of Laboratory 3;-94;1800;0
1831;Tombstone Gate;-116;1831;0
1832;Sparkling Rock;-116;1832;0
1833;Basilisk Time-Space;-94;1800;0
1834;Hell Knight Time-Space (A);-94;1800;0
1835;Hell Knight Time-Space (B);-94;1800;0
1836;Hell Knight Time-Space (C);-94;1800;0
1837;Treekun Time-Space (A);-94;1800;0
1838;Treekun Time-Space (B);-94;1800;0
1839;Treekun Time-Space (C);-94;1800;0
1840;Chrysos Time-Space (A);-94;1800;0
1841;Chrysos Time-Space (B);-94;1800;0
1842;Chrysos Time-Space (C);-94;1800;0
1843;Fairy Dust;0;1843;0
1844;Fragment of the Letter to the Desert Robber Leader;0;1782;0
1845;Corner of the Letter to the Desert Robber Leader;0;1782;0
1846;Elf's Leather Bag;0;1846;0
1847;Earth Fairy Dust;0;1222;0
1848;Wind Fairy Dust;0;1848;0
1849;Sand Fairy Dust;0;1849;0
1850;First Suspicious Bag;0;1850;0
1851;Second Suspicious Bag;0;1850;0
1852;Third Suspicious Bag;0;1850;0
1853;Fourth Suspicious Bag;0;1850;0
1854;none;0;1448;0
1855;Sand Fairy Essence;0;1765;0
1856;Wind Fairy Essence;0;1765;0
1857;none;0;1449;0
1858;Adventurer's Knapsack (10 Days/Event);-49;1272;0
1859;none;-49;1272;0
1860;Neil's Command List;0;1731;0
1861;Melki's Command List;0;1731;0
1862;Keru's Command List;0;1731;0
1863;Garton's Command List;0;1731;0
1864;Shoran's Command List;0;1731;0
1865;Shay's Command List;0;1731;0
1866;Stolen Goods (Keru's Camp);0;1866;0
1867;Stolen Goods (Garton's Camp);0;1866;0
1868;Stolen Goods (Desert Robber Camp);0;1866;0
1869;Stolen Goods (Robber Courtyard);0;1866;0
1870;Strange Chest;0;1866;0
1871;Delmon's Alarm Clock;0;1871;0
1872;Robber Gang Gold Coin;0;1872;0
1873;Robber Gang Silver Coin;0;1873;0
1874;Robber Gang Copper Coin;0;1874;0
1875;Robber Gang Key;0;1875;0
1876;Ibrahim's Golden Key;0;1876;0
1877;Ibrahim's Bag;0;1877;0
1878;Unknown Relict;0;1878;0
1879;Mysterious Relict;0;1879;0
1880;Fresh Apple Juice;-48;1880;0
1881;Strong Strawberry Cider;-60;1881;0
1882;none;0;880;0
1883;none;0;880;0
1884;Premium Medal (10 Days);0;880;0
1885;Premium Medal (30 Days);0;880;0
1886;Partner's Backpack (10 Days/Event);0;1275;0
1887;Robber Gang's Blueprints;100;1241;0
1888;Fresh Strawberry Juice;-48;1888;0
1889;Fresh Grape Juice;0;1889;0
1890;Strong Grape Wine;0;1890;0
1891;Strong Cider;-60;1891;0
1892;Robber Gang Seal;45;1892;0
1893;none;0;880;0
1894;Sealed Tarot Card (Fool);0;1822;0
1895;Sealed Tarot Card (The Magician);0;1823;0
1896;Sealed Tarot Card (The Lovers);0;1824;0
1897;Sealed Tarot Card (The Hermit);0;1825;0
1898;Sealed Tarot Card (Death);0;1826;0
1899;Sealed Tarot Card (The Devil);0;1827;0
1900;Sealed Tarot Card (The Tower);0;1828;0
1901;Sealed Tarot Card (The Star);0;1829;0
1902;Sealed Tarot Card (The Moon);0;1830;0
1903;Sealed Tarot Card (The Sun);0;1840;0
1904;Tarot Card Game;0;1841;0
1905;none;0;1405;0
1906;Magic Scooter;-24;1906;0
1907;Magic Carpet;-24;1907;0
1908;none;0;1402;0
1909;none;0;1399;0
1910;Mysterious Box A;0;1546;0
1911;Mysterious Box B;0;1676;0
1912;Mysterious Box C;0;1837;0
1913;Halloween Costume Scroll;-23;1913;0
1914;Book of Halloween Transformation;-23;1914;0
1915;Halloween Costume Scroll (Event);-23;1913;0
1916;Jack O'Lantern's Seal;45;1915;0
1917;Bag of Sweets (Event);0;1916;0
1918;Halloween Signpost;100;1917;0
1919;Halloween Horror Box;0;1539;0
1920;none;0;1541;0
1921;NosMall Box;0;1507;0
1922;none;0;1275;0
1923;Pet Basket (10 Days/Event);-4;1278;0
1924;none;-4;1278;0
1925;none;0;1541;0
1926;Magic Scooter Box;0;336;0
1927;Magic Carpet Box;0;336;0
1928;none;0;1541;0
1929;none;0;1541;0
1930;none;0;1541;0
1931;none;0;1541;0
1932;none;0;1841;0
1933;none;0;1399;0
1934;none;0;1399;0
1935;none;0;1507;0
1936;none;0;1507;0
1937;none;0;1507;0
1938;none;0;1507;0
1939;none;0;1507;0
1940;none;0;1507;0
1941;none;0;1507;0
1942;none;0;1507;0
1943;none;0;1507;0
1944;none;0;1507;0
1945;Sealed Vessel;-22;1945;0
1946;Sealed Vessel (Event);-22;1945;0
1947;Ice Costume Scroll;-23;1947;0
1948;Ice Costume Scroll (Event);-23;1947;0
1949;Sealed Treasure Chest;0;1253;0
1950;Small Christmas Gift;0;1402;0
1951;Large Christmas Gift;0;1401;0
1952;Golden New Year's Chest;0;1621;0
1953;none;0;1370;0
1954;none;0;1168;0
1955;none;0;1699;0
1956;none;0;1374;0
1957;none;0;1168;0
1958;none;0;1699;0
1959;none;0;1542;0
1960;none;0;1676;0
1961;none;0;1370;0
1962;none;0;1370;0
1963;none;0;1370;0
1964;none;0;1370;0
1965;Magic White Tiger;-24;1965;0
1966;Magic White Tiger Box;0;336;0
1967;none;0;1370;0
1968;none;0;1370;0
1969;none;0;1370;0
1970;none;88;1970;0
1971;none;0;1971;0
1972;Sealed Tarot Card (Death);0;1826;0
1973;Sealed Tarot Card (The Sun);0;1840;0
1974;none;0;394;0
1975;none;0;1370;0
1976;none;0;1507;0
1977;none;0;1370;0
1978;none;0;1405;0
1979;none;0;1405;0
1980;none;0;1400;0
1981;Cupid's Arrow;0;1981;0
1982;Separation Letter;0;1982;0
1983;Single Fireworks;0;1983;0
1984;Double Fireworks;0;1984;0
1985;Fountain Firework (Blue);0;1985;0
1986;Fountain Firework (Yellow);0;1985;0
1987;Heart Firework (Blue);0;1987;0
1988;Heart Firework (Red);0;1987;0
1989;none;0;1370;0
1990;none;0;1370;0
1991;none;0;1370;0
1992;none;0;1370;0
1993;none;0;1370;0
1994;none;0;1370;0
1995;none;0;1400;0
1996;Sport Box;0;1411;0
1997;none;0;1411;0
1998;none;0;1411;0
1999;none;0;1411;0
2000;Fox Tail;0;2000;0
2001;Hamster Thorn;0;2001;0
2002;Wool;0;2002;0
2003;Mandragora;0;2003;0
2004;Dander Seed;0;2004;0
2005;Seedle Leaf;0;2005;0
2006;Small Bean;0;2006;0
2007;Red Cuby;0;2007;0
2008;Imp Horn;0;2008;0
2009;Vampie Pellet;0;2009;0
2010;Green Glass;0;2010;0
2011;Red Glass;0;2011;0
2012;Ore;0;2012;0
2013;Old Pickaxe;0;2013;0
2014;Broken Flute;0;2014;0
2015;Bacon and Egg;44;2015;0
2016;Ham & Egg Sandwich;-12;2016;0
2017;Roasted Herring;-68;2017;0
2018;Delicious Lunch;-24;2018;0
2019;Roast Pork and Juice;100;2019;0
2020;Pizza and Soft Drink;-112;2020;0
2021;Bread and Beer;-106;2021;0
2022;Healthy Lunch;0;2022;0
2023;Peanuts;50;2023;0
2024;Biscuits;100;2024;0
2025;Jerky;-56;2025;0
2026;Chocolate Bar;100;2026;0
2027;Fried Chicken;-6;2027;0
2028;Battle Potion;0;2028;0
2029;Empty Bottle;0;2029;0
2030;Blank Amulet;0;2030;0
2031;Magic Bead;0;2031;0
2032;Leaf of Luinia;0;2032;0
2033;Mysterious Beetle;0;2033;0
2034;Low Quality Metal;0;2034;0
2035;Normal Metal;0;2035;0
2036;High Quality Metal;0;2036;0
2037;Rare Metal;0;2037;0
2038;Low Quality Wood;0;2038;0
2039;Normal Wood;0;2039;0
2040;High Quality Wood;0;2040;0
2041;Rare Wood;0;2041;0
2042;Low Quality Rag;0;2042;0
2043;Normal Rag;0;2043;0
2044;High Quality Rag;0;2044;0
2045;Rare Rag;0;2045;0
2046;Low Quality Leather;0;2046;0
2047;Normal Leather;0;2047;0
2048;High Quality Leather;0;2048;0
2049;Rare Leather;0;2049;0
2050;Yellow Hair Dye;10;2050;0
2051;Blue Hair Dye;10;2051;0
2052;Purple Hair Dye;10;2052;0
2053;Orange Hair Dye;10;2053;0
2054;Brown Hair Dye;10;2054;0
2055;Green Hair Dye;10;2055;0
2056;Dark Brown Hair Dye;10;2056;0
2057;Grey Hair Dye;10;2057;0
2058;Red Hair Dye;10;2058;0
2059;Yellow Hair Dye;10;2059;0
2060;Hair Dye (11);0;2119;0
2061;Hair Dye (12);0;2119;0
2062;Hair Dye (13);0;2119;0
2063;Hair Dye (14);0;2119;0
2064;Hair Dye (15);0;2119;0
2065;Hair Dye (16);0;2119;0
2066;Hair Dye (17);0;2119;0
2067;Hair Dye (18);0;2119;0
2068;Hair Dye (19);0;2119;0
2069;Hair Dye (20);0;2119;0
2070;Wing of Return;1;2070;0
2071;Amulet of Return;1;2071;0
2072;Bell of Sweet Home;1;2072;0
2073;Wolf Mane;0;2073;0
2074;Pork Chop;0;2074;0
2075;Turtle Shell;0;2075;0
2076;Beeswax;0;2076;0
2077;Pet Food;10;2077;0
2078;Delicious Pet Food;10;2078;0
2079;NosMate Trainer;0;2079;0
2080;Spider's Web;1;2080;0
2081;Catapult Ammo;0;2081;0
2082;Crossbow Bolts;0;2082;0
2083;Short Bow Arrows;0;2083;0
2084;Long Bow Arrows;0;2084;0
2085;Medicinal Plant;0;2085;0
2086;Poisonous Plant;0;2086;0
2087;Bandage;0;2087;0
2088;Release Box;-24;2088;0
2089;NosMate Guardian Angel;0;2089;0
2090;Royal Jelly;0;2090;0
2091;Spider Web;0;2091;0
2092;Spider King's Eye;0;2092;0
2093;Bug Shell;0;2093;0
2094;Pearl of Darkness;0;2094;0
2095;Damaged Broomstick;0;2095;0
2096;New Year Lucky Charm;0;2096;0
2097;Magic Potion;0;2097;0
2098;Herb;0;2098;0
2099;Red Fruits;0;2099;0
2100;Blue Herb;0;2100;0
2101;Mysterious Ink;0;2101;0
2102;Sugar Beet;0;2102;0
2103;Ginseng;0;2103;0
2104;Antler;0;2104;0
2105;Stone Block;0;2105;0
2106;Mysterious Seed;0;2106;0
2107;Small Flowerpot;0;2107;0
2108;Glass Pearl;0;2108;0
2109;Seedling;0;2109;0
2110;Large Flowerpot;0;2110;0
2111;Seedbed;0;2111;0
2112;Blessed Earth;0;2112;0
2113;Sprouting Seed;0;2113;0
2114;Cereal Grains;0;2114;0
2115;Vegetables;0;2115;0
2116;Fruit;0;2116;0
2117;Meat;0;2117;0
2118;Seafood;0;2118;0
2119;Sugar;0;2119;0
2120;Salt;0;2120;0
2121;Pepper;0;2121;0
2122;Tarragon;0;2122;0
2123;Vegetable Oil;0;2123;0
2124;Eggs and Cheese;0;2124;0
2125;Mixed Herbs;0;2125;0
2126;Luinia of Protection;0;2126;0
2127;Luinia of Restoration;12;2127;0
2128;Good Bandage;0;2128;0
2129;Strong NosMate Trainer;0;2129;0
2130;Hairstyle Potion;11;2119;0
2131;Taco;0;2131;0
2132;Mashed Potato;0;2132;0
2133;Noodles;0;2133;0
2134;Sushi;0;2134;0
2135;Cheese Sticks;0;2135;0
2136;French Fries;0;2136;0
2137;Fruit Tart;0;2137;0
2138;Pudding;0;2138;0
2139;Nigiri;0;2139;0
2140;Bacon;0;2140;0
2141;Vitamins;0;2141;0
2142;Muesli;0;2142;0
2143;Chocolate Coin;0;2143;0
2144;NotUse;0;2144;0
2145;Picnic Basket;0;2145;0
2146;Barbecue;0;2146;0
2147;Sweet Potatoes;0;2147;0
2148;Garlic Bread;0;2148;0
2149;Makis;0;2149;0
2150;Mashed Potatoes;0;2150;0
2151;Potato Salad;0;2151;0
2152;Fruit Salad;0;2152;0
2153;Chicken Salad;0;2153;0
2154;Shrimp Salad;0;2154;0
2155;Dowsing Rod;4;2155;0
2156;Holy Crystal Ball of Dignity;14;1064;0
2157;Name Tag for Pets;13;2157;0
2158;Gourmet Pet Food;11;2158;0
2159;Partner Medicine;12;2159;0
2160;Wings of Friendship;0;2160;0
2161;Super Hair Gel;11;2161;0
2162;Super Hair Wax;11;2162;0
2163;Pink Hair Dye;10;2163;0
2164;Light Green Hair Dye;10;2164;0
2165;White Hair Dye;10;2165;0
2166;Light Blue Hair Dye;10;2166;0
2167;Black Hair Dye;10;2167;0
2168;Potion of Dignity;14;2168;0
2169;NosMall Cake;-12;2169;0
2170;Team Stone;44;2170;0
2171;Handkerchief of Separation;-23;2171;0
2172;Slade's Claw;0;2172;0
2173;Speaker;15;2173;0
2174;Speech Bubble;16;2174;0
2175;Hot Chocolate;-12;2175;0
2176;Noodle Soup;-12;2176;0
2177;Red Gunk;0;2177;0
2178;Zombie Antibiotics;20;2178;0
2179;Blue Gunk;0;2179;0
2180;Green Gunk;0;2180;0
